"subj","current_staircase","duration","contrast","stimulus_type","stimulus_filename","RT","resp","correct","updated_threshold","updated_slope","updated_lapse","updated_guess","task","trials","group_id","energy"
"14",10,1e+05,19,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_cash_register_06s_019.tiff",0.2570361,0,1,18.3528081818813,0.0519838760198257,0.0409813421082363,0.5,"objects",50,"O_14_split_by_duration.1e+05",1900000
"15",4,2924,93,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_mosquito_02s_093.tiff",0.7360703,0,0,92.6634535119877,0.0496459280476734,0.0508544210966671,0.5,"objects",50,"O_15_split_by_duration.2924",271932
"15",5,5268,56,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_recliner_02s_056.tiff",0.8860741,1,0,56.3775467450227,0.0554340513718086,0.0438740888849163,0.5,"objects",50,"O_15_split_by_duration.5268",295008
"15",6,9491,46,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_tiger_13n_046.tiff",0.6250554,0,0,47.8029830045389,0.0543775182054944,0.0790710661034365,0.5,"objects",50,"O_15_split_by_duration.9491",436586
"15",7,17100,16,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_bunkbed_12s_016.tiff",0.3570266,0,1,15.1909875386705,0.0499829878287435,0.0426315104992596,0.5,"objects",50,"O_15_split_by_duration.17100",273600
"15",8,30808,12,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_pigeon_02s_012.tiff",0.3800874,0,0,12.0119125177398,0.0532547182284833,0.0529801355966353,0.5,"objects",50,"O_15_split_by_duration.30808",369696
"15",9,55505,13,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_warthog_05s_013.tiff",0.329104,1,1,11.9881145960085,0.0610876604052645,0.0357133657497227,0.5,"objects",50,"O_15_split_by_duration.55505",721565
"15",10,1e+05,10,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_cymbal_08s_010.tiff",0.5010817,0,1,9.12584897153772,0.0542820185363178,0.0765839221580271,0.5,"objects",50,"O_15_split_by_duration.1e+05",1e+06
"16",3,1623,99,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_nail_clippers_09s_099.tiff",0.3581058,1,0,98.7559528339948,0.0515198943754262,0.0517043792041651,0.5,"objects",50,"O_16_split_by_duration.1623",160677
"16",4,2924,83,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_canoe_01b_083.tiff",0.3462104,0,1,82.267475127376,0.0560977358101047,0.0444697232570488,0.5,"objects",50,"O_16_split_by_duration.2924",242692
"16",5,5268,71,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_swan_11s_071.tiff",0.0012148,0,0,70.9187511640797,0.0548251305777723,0.0419951046408734,0.5,"objects",50,"O_16_split_by_duration.5268",374028
"16",6,9491,48,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_ant_09s_048.tiff",0.3740421,0,0,48.6999405197531,0.0543829783820184,0.0441348686503982,0.5,"objects",50,"O_16_split_by_duration.9491",455568
"16",7,17100,45,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_spider_05s_045.tiff",0.8961168,0,0,44.2841316935826,0.0615258015504309,0.0566124927062005,0.5,"objects",50,"O_16_split_by_duration.17100",769500
"16",8,30808,28,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_light_switch_16s_028.tiff",0.3590729,0,1,27.2698057762912,0.0527726991369557,0.0613371982473488,0.5,"objects",50,"O_16_split_by_duration.30808",862624
"16",9,55505,24,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_blowfish_03s_024.tiff",0.576097,0,0,24.5628425839957,0.056845185524164,0.0660606916237019,0.5,"objects",50,"O_16_split_by_duration.55505",1332120
"16",10,1e+05,8,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_yak_14s_008.tiff",0.2690645,1,1,7.66278166629884,0.0521078366222329,0.0557695267419492,0.5,"objects",50,"O_16_split_by_duration.1e+05",8e+05
"17",4,2924,90,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_blimp_09s_090.tiff",0.1951317,0,1,89.266018018665,0.0537707999682561,0.0526340083369079,0.5,"objects",50,"O_17_split_by_duration.2924",263160
"17",5,5268,52,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_ostrich_10s_052.tiff",0.210045,0,0,58.0116344387131,0.0549495078325876,0.0505516283340787,0.5,"objects",50,"O_17_split_by_duration.5268",273936
"17",6,9491,47,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_panther_01b_047.tiff",0.4090399,1,1,46.3621950941997,0.0490478089316592,0.0479034731235013,0.5,"objects",50,"O_17_split_by_duration.9491",446077
"17",7,17100,36,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_bee_06s_036.tiff",0.5623012,1,1,35.1848817414061,0.0517260940848803,0.0645612413085816,0.5,"objects",50,"O_17_split_by_duration.17100",615600
"17",8,30808,8,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_diamond_05s_008.tiff",0.3881272,0,1,7.6206897707603,0.0526865916716734,0.0683791100558749,0.5,"objects",50,"O_17_split_by_duration.30808",246464
"17",9,55505,9,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_donkey_04s_009.tiff",0.0550497,0,0,8.87734056943215,0.0527113539047402,0.0670493887639976,0.5,"objects",50,"O_17_split_by_duration.55505",499545
"17",10,1e+05,3,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_crown_01b_003.tiff",0.1130489,0,1,2.32931681509907,0.0555665272738124,0.0776146988378573,0.5,"objects",50,"O_17_split_by_duration.1e+05",3e+05
